pub_year,topic_field_display_name,num_publications,cross_collaboration_metric,authors
2010,Health Professions,294,0.7019748653500898,5876
2010,Immunology and Microbiology,65,0.41262135922330095,1513
2010,Materials Science,177,0.5268389662027833,4215
2010,Mathematics,53,0.6436781609195402,1311
2010,Medicine,1397,0.8510512289013917,42993
2010,Neuroscience,51,0.6153846153846154,1439
2010,Nursing,46,0.36607142857142855,615
2010,"Pharmacology, Toxicology and Pharmaceutics",44,0.4177215189873418,445
2010,Physics and Astronomy,256,0.7518518518518519,8483
2010,Psychology,209,0.5864197530864198,2840
2010,Social Sciences,1929,0.7571157495256167,25554
2010,Veterinary,9,0.32,180
2011,Agricultural and Biological Sciences,422,0.898840885142255,17689
2011,Arts and Humanities,820,0.895748987854251,19024
2011,"Biochemistry, Genetics and Molecular Biology",309,0.775,14044
2011,"Business, Management and Accounting",377,0.8624338624338624,6898
2011,Chemical Engineering,20,0.5084745762711864,1143
2011,Chemistry,112,0.7514792899408284,8965
2011,Computer Science,617,0.8085714285714286,13001
2011,Decision Sciences,81,0.5741935483870968,1481
2011,Dentistry,27,0.7457627118644068,818
2011,Earth and Planetary Sciences,181,0.7194656488549618,5685
2011,"Economics, Econometrics and Finance",324,0.7264957264957265,5395
2011,Energy,67,0.4482758620689655,1251
2011,Engineering,1515,0.866787221217601,37772
2011,Environmental Science,407,0.6666666666666666,7517
2011,Health Professions,288,0.7,6374
2011,Immunology and Microbiology,71,0.51010101010101,1635
2011,Materials Science,182,0.541038525963149,4571
2011,Mathematics,73,0.6754385964912281,1403
2011,Medicine,1506,0.8546810699588477,46410
2011,Neuroscience,97,0.4724137931034483,1582
2011,Nursing,42,0.3728813559322034,660
2011,"Pharmacology, Toxicology and Pharmaceutics",54,0.664,531
2011,Physics and Astronomy,236,0.7138964577656676,8969
2011,Psychology,237,0.5036674816625917,3083
2011,Social Sciences,2031,0.7801521187975371,27789
2011,Veterinary,11,0.17073170731707318,187
2012,Agricultural and Biological Sciences,461,0.9018932874354562,18998
2012,Arts and Humanities,834,0.8922330097087379,20172
2012,"Biochemistry, Genetics and Molecular Biology",313,0.7594059405940594,15203
2012,"Business, Management and Accounting",421,0.8380165289256198,7655
2012,Chemical Engineering,19,0.5737704918032787,1198
2012,Chemistry,109,0.8212121212121212,9287
2012,Computer Science,614,0.8081671415004749,14216
2012,Decision Sciences,98,0.6170212765957447,1650
2012,Dentistry,41,0.87,950
2012,Earth and Planetary Sciences,221,0.7738461538461539,6290
2012,"Economics, Econometrics and Finance",358,0.7105263157894737,5889
2012,Energy,64,0.4825174825174825,1352
2012,Engineering,1378,0.844599072233267,40558
2012,Environmental Science,470,0.6834600760456274,8325
2012,Health Professions,304,0.6136363636363636,6939
2012,Immunology and Microbiology,67,0.3375796178343949,1735
2012,Materials Science,150,0.521551724137931,4859
2012,Mathematics,67,0.6893939393939394,1505
2012,Medicine,1496,0.8475452196382429,49759
2012,Neuroscience,65,0.6296296296296297,1722
2012,Nursing,38,0.45121951219512196,706
2012,"Pharmacology, Toxicology and Pharmaceutics",53,0.5802469135802469,577
2012,Physics and Astronomy,235,0.6754385964912281,9440
2012,Psychology,261,0.5187637969094923,3343
2012,Social Sciences,2175,0.7724252491694352,30239
2012,Veterinary,6,0.22727272727272727,192
2013,Agricultural and Biological Sciences,490,0.9324104234527687,20497
2013,Arts and Humanities,822,0.8987090367428004,21295
2013,"Biochemistry, Genetics and Molecular Biology",312,0.7554112554112554,16146
2013,"Business, Management and Accounting",452,0.8306332842415317,8433
2013,Chemical Engineering,24,0.7540983606557377,1290
2013,Chemistry,129,0.762532981530343,9706
2013,Computer Science,599,0.804424778761062,15462
2013,Decision Sciences,81,0.7225433526011561,1807
2013,Dentistry,28,0.78125,1048
2013,Earth and Planetary Sciences,178,0.7584905660377359,6780
2013,"Economics, Econometrics and Finance",356,0.7186932849364791,6400
2013,Energy,66,0.5739644970414202,1475
2013,Engineering,1308,0.855377421509686,43452
2013,Environmental Science,472,0.6508704061895552,9137
2013,Health Professions,324,0.7480680061823802,7613
2013,Immunology and Microbiology,60,0.39622641509433965,1818
2013,Materials Science,180,0.5,5168
2013,Mathematics,59,0.6981132075471698,1584
2013,Medicine,1487,0.8670756646216768,53314
2013,Neuroscience,79,0.3989071038251366,1814
2013,Nursing,46,0.49137931034482757,763
2013,"Pharmacology, Toxicology and Pharmaceutics",43,0.3333333333333333,619
2013,Physics and Astronomy,258,0.6706915477497256,9971
2013,Psychology,289,0.5637065637065637,3683
2013,Social Sciences,2306,0.7689463955637708,32886
2013,Veterinary,12,0.3023255813953488,205
2014,Agricultural and Biological Sciences,533,0.9477715877437326,22323
2014,Arts and Humanities,904,0.8913624220837043,22559
2014,"Biochemistry, Genetics and Molecular Biology",300,0.7821466524973433,17130
2014,"Business, Management and Accounting",514,0.8094674556213017,9432
2014,Chemical Engineering,22,0.5151515151515151,1367
2014,Chemistry,126,0.7839335180055401,10087
2014,Computer Science,647,0.7939244663382594,16763
2014,Decision Sciences,97,0.6116071428571429,2002
2014,Dentistry,31,0.8192771084337349,1138
2014,Earth and Planetary Sciences,150,0.883668903803132,7316
2014,"Economics, Econometrics and Finance",401,0.7319422150882825,6934
2014,Energy,62,0.49264705882352944,1574
2014,Engineering,1129,0.8371396480718832,45977
2014,Environmental Science,536,0.6173254835996635,9961
2014,Health Professions,362,0.6907894736842105,8326
2014,Immunology and Microbiology,63,0.5574468085106383,1968
2014,Materials Science,156,0.5276190476190477,5489
2014,Mathematics,79,0.7552447552447552,1703
2014,Medicine,1448,0.8578512396694215,57034
2014,Neuroscience,62,0.4931506849315068,1904
2014,Nursing,50,0.3049645390070922,810
2014,"Pharmacology, Toxicology and Pharmaceutics",34,0.4444444444444444,655
2014,Physics and Astronomy,279,0.6975446428571429,10478
2014,Psychology,331,0.5896147403685092,4068
2014,Social Sciences,2387,0.7777777777777778,35593
2014,Veterinary,13,0.3076923076923077,221
2015,Agricultural and Biological Sciences,526,0.9387442572741195,23928
2015,Arts and Humanities,945,0.8894601542416453,23853
2015,"Biochemistry, Genetics and Molecular Biology",325,0.7245349867139061,18184
2015,"Business, Management and Accounting",436,0.8169209431345353,10325
2015,Chemical Engineering,23,0.39436619718309857,1439
2015,Chemistry,102,0.79182156133829,10418
2015,Computer Science,610,0.7982905982905983,18049
2015,Decision Sciences,124,0.5868725868725869,2184
2015,Dentistry,23,0.7857142857142857,1208
2015,Earth and Planetary Sciences,182,0.7706766917293233,7814
2015,"Economics, Econometrics and Finance",371,0.7133333333333334,7480
2015,Energy,64,0.6417910447761194,1689
2015,Engineering,1115,0.8275862068965517,48677
2015,Environmental Science,463,0.6395563770794824,10747
2015,Health Professions,378,0.7220172201722017,9118
2015,Immunology and Microbiology,61,0.4263157894736842,2062
2015,Materials Science,158,0.5557768924302788,5794
2015,Mathematics,67,0.5384615384615384,1791
2015,Medicine,1384,0.8561840843720039,60766
2015,Neuroscience,60,0.45604395604395603,2015
2015,Nursing,51,0.4304635761589404,873
2015,"Pharmacology, Toxicology and Pharmaceutics",33,0.4418604651162791,694
2015,Physics and Astronomy,249,0.660857908847185,10957
2015,Psychology,297,0.5248091603053435,4379
2015,Social Sciences,2346,0.7803724504877327,38440
2015,Veterinary,11,0.391304347826087,230
2016,Agricultural and Biological Sciences,481,0.9085979860573199,25475
2016,Arts and Humanities,889,0.8984861976847729,25070
2016,"Biochemistry, Genetics and Molecular Biology",256,0.7553083923154702,19188
2016,"Business, Management and Accounting",432,0.8577348066298343,11200
2016,Chemical Engineering,18,0.6349206349206349,1503
2016,Chemistry,91,0.761437908496732,10750
2016,Computer Science,576,0.7851373182552503,19398
2016,Decision Sciences,99,0.6615384615384615,2352
2016,Dentistry,31,0.8666666666666667,1309
2016,Earth and Planetary Sciences,182,0.78839590443686,8411
2016,"Economics, Econometrics and Finance",326,0.6890909090909091,7988
2016,Energy,60,0.6433566433566433,1816
2016,Engineering,941,0.8423626787057938,51306
2016,Environmental Science,426,0.6375779162956366,11532
2016,Health Professions,333,0.6529680365296804,9785
2016,Immunology and Microbiology,46,0.544,2153
2016,Materials Science,156,0.5873544093178037,6171
2016,Mathematics,60,0.6333333333333333,1863
2016,Medicine,1252,0.8699019101703666,64299
2016,Neuroscience,61,0.5271739130434783,2116
2016,Nursing,39,0.35772357723577236,921
2016,"Pharmacology, Toxicology and Pharmaceutics",24,0.3181818181818182,717
2016,Physics and Astronomy,230,0.621550591327201,11417
2016,Psychology,285,0.6390532544378699,4749
2016,Social Sciences,2409,0.7646393210749647,41241
2016,Veterinary,9,0.21428571428571427,236
2017,Agricultural and Biological Sciences,452,0.9549050632911392,26979
2017,Arts and Humanities,897,0.8825591586327782,26289
2017,"Biochemistry, Genetics and Molecular Biology",238,0.7702539298669892,20016
2017,"Business, Management and Accounting",464,0.8391248391248392,12108
2017,Chemical Engineering,17,0.49333333333333335,1570
2017,Chemistry,81,0.8640350877192983,11047
2017,Computer Science,537,0.7859103385178408,20551
2017,Decision Sciences,119,0.6666666666666666,2585
2017,Dentistry,26,0.88,1400
2017,Earth and Planetary Sciences,166,0.8939393939393939,8952
2017,"Economics, Econometrics and Finance",328,0.7335766423357665,8493
2017,Energy,48,0.71,1914
2017,Engineering,840,0.8348134991119005,53502
2017,Environmental Science,420,0.6686390532544378,12310
2017,Health Professions,335,0.6908517350157729,10447
2017,Immunology and Microbiology,49,0.6444444444444445,2281
2017,Materials Science,133,0.5894039735099338,6443
2017,Mathematics,60,0.6792452830188679,1939
2017,Medicine,1154,0.8456471935853379,67358
2017,Neuroscience,65,0.7039473684210527,2244
2017,Nursing,41,0.41228070175438597,969
2017,"Pharmacology, Toxicology and Pharmaceutics",27,0.2247191011235955,737
2017,Physics and Astronomy,238,0.6987179487179487,11864
2017,Psychology,279,0.596,5079
2017,Social Sciences,2238,0.7936797326040718,44042
2017,Veterinary,9,0.23529411764705882,240
2018,"Business, Management and Accounting",1,1.0,12109
2018,Earth and Planetary Sciences,1,1.0,8954
2018,Mathematics,1,1.0,1940
2018,Medicine,1,1.0,67360
2018,Physics and Astronomy,1,0.0,0
2018,Social Sciences,1,1.0,44043
2019,Agricultural and Biological Sciences,434,0.9411296738265712,28453
2019,Arts and Humanities,930,0.9094754653130288,27589
2019,"Biochemistry, Genetics and Molecular Biology",211,0.7338028169014085,20704
2019,"Business, Management and Accounting",421,0.8328981723237598,13043
2019,Chemical Engineering,14,0.8857142857142857,1636
2019,Chemistry,93,0.7429718875502008,11294
2019,Computer Science,592,0.7921597633136095,22102
2019,Decision Sciences,104,0.6322314049586777,2812
2019,Dentistry,30,0.5897435897435898,1477
2019,Earth and Planetary Sciences,201,0.8371757925072046,9687
2019,"Economics, Econometrics and Finance",315,0.6751968503937008,8950
2019,Energy,58,0.5503875968992248,2027
2019,Engineering,927,0.7895833333333333,56151
2019,Environmental Science,416,0.70018281535649,13191
2019,Health Professions,323,0.717948717948718,11105
2019,Immunology and Microbiology,36,0.4473684210526316,2332
2019,Materials Science,134,0.5901639344262295,6729
2019,Mathematics,67,0.591304347826087,2029
2019,Medicine,1275,0.8719339013684483,70893
2019,Neuroscience,62,0.5950920245398773,2357
2019,Nursing,40,0.4144144144144144,1015
2019,"Pharmacology, Toxicology and Pharmaceutics",18,0.5178571428571429,766
2019,Physics and Astronomy,232,0.7134767836919592,12482
2019,Psychology,274,0.6058091286307054,5411
2019,Social Sciences,2429,0.7851851851851852,47181
2019,Veterinary,15,0.391304347826087,264
2020,Agricultural and Biological Sciences,791,0.9358059914407989,31021
2020,Arts and Humanities,1584,0.9035294117647059,29939
2020,"Biochemistry, Genetics and Molecular Biology",378,0.7887049659201558,21852
2020,"Business, Management and Accounting",900,0.8359423919849718,14983
2020,Chemical Engineering,16,0.7804878048780488,1717
2020,Chemistry,127,0.8057324840764332,11651
2020,Computer Science,1170,0.8102253032928943,24618
2020,Decision Sciences,195,0.6615384615384615,3196
2020,Dentistry,57,0.6556291390728477,1631
2020,Earth and Planetary Sciences,199,0.779320987654321,10349
2020,"Economics, Econometrics and Finance",660,0.74408014571949,10054
2020,Energy,97,0.7684729064039408,2269
2020,Engineering,1536,0.8149986934935981,59644
2020,Environmental Science,776,0.676341730558598,14626
2020,Health Professions,771,0.7069306930693069,12549
2020,Immunology and Microbiology,55,0.535483870967742,2453
2020,Materials Science,198,0.5699300699300699,7086
2020,Mathematics,133,0.5568627450980392,2190
2020,Medicine,2075,0.8615153035624686,76241
2020,Neuroscience,96,0.5523809523809524,2503
2020,Nursing,60,0.3586206896551724,1072
2020,"Pharmacology, Toxicology and Pharmaceutics",27,0.28169014084507044,791
2020,Physics and Astronomy,285,0.6309226932668329,13011
2020,Psychology,595,0.5559666975023126,6088
2020,Social Sciences,5134,0.8001974577317043,53965
2020,Veterinary,16,0.625,283
2021,Social Sciences,1,1.0,0
2022,Chemistry,1,0.0,0
2022,Psychology,1,0.0,0
2022,Social Sciences,1,1.0,53969
2023,"Economics, Econometrics and Finance",1,1.0,10055
2024,Computer Science,1,0.0,0
2025,Engineering,1,1.0,59646
